t_s,x_eci_m,y_eci_m,z_eci_m,vx_eci_mps,vy_eci_mps,vz_eci_mps,x_ecef_m,y_ecef_m,z_ecef_m,lat_rad,lon_rad,alt_m,altitude_m,sun_hat_x,sun_hat_y,sun_hat_z,moon_hat_x,moon_hat_y,moon_hat_z,eclipse_flag,solar_flux_w_m2,gs_range_m,gs_elevation_rad,gs_azimuth_rad,gs_contact_flag,moon_range_m,moon_occulted_flag,earth_view_scale,earth_ir_flux_w_m2,albedo_flux_w_m2,b_eci_x_t,b_eci_y_t,b_eci_z_t,atmospheric_density_kg_m3
70200.0,-16340071.742639173,11286503.576358099,22482751.566117607,-676.5373672960263,-1414.8296462780531,-2829.5357723546585,-16829438.216997795,-10542917.851998724,22482751.566117607,0.8479905203821774,-2.5819463590101996,23631494.60085164,23619483.3309113,-0.25453202437877537,0.8872921470876878,0.3846116148560308,0.9998830337630535,0.004467056699970656,0.01462751507371386,False,1361.0,29782514.63877755,-0.06978728316035962,6.047854972704357,False,399518765.3407339,False,0.04520787346834248,10.714266011997168,14.042168738805199,-3.673049483392081e-07,2.537068795252989e-07,2.0548544359100875e-07,0.0
70800.0,-16700085.027304225,10406969.469177632,20723999.595199615,-519.1197017130454,-1518.057926826174,-3035.1657753813015,-16639388.652664855,-10503742.129220147,20723999.595199615,0.8120461459376612,-2.5785060730480285,22210757.059105832,22199511.83039576,-0.25464377245938663,0.8872651547791971,0.3845999145375613,0.9997725689983573,0.008068114743982089,0.01974122090710049,False,1361.0,28614258.3989593,-0.1140199961008735,6.037031393555283,False,399881744.9594474,False,0.049812082254144886,11.805463494232338,15.270447894555,-4.409782408610057e-07,2.748038157715269e-07,2.0037078379665526e-07,0.0
71400.0,-16957070.867775023,9463407.692389624,18837726.105076015,-331.898651062422,-1628.4219913903337,-3254.935954368767,-16374104.774369929,-10439685.359486626,18837726.105076015,0.7709948504369547,-2.57400320089778,20686957.3396006,20676590.172473684,-0.2547555171501266,0.8872381506204333,0.3845882090823961,0.9996132559509855,0.011825225260668384,0.025169477042719286,False,1361.0,27377673.823008835,-0.1642498862517033,6.0241578027370375,False,400160246.10929495,False,0.05557780228979361,13.171939142681085,16.74245943319507,-5.352059079225615e-07,2.986878892905939e-07,1.8576789682322404e-07,0.0
72000.0,-17090684.91366272,8451226.027467666,16814835.807419233,-106.1608511424692,-1746.9732769727539,-3490.9127701028274,-16014281.887769012,-10346859.804042906,16814835.807419233,0.7235732696910732,-2.567962550758034,19052734.292694367,19043378.20692489,-0.2548672584495297,0.8872111346117469,0.3845764984906868,0.999397132204727,0.01575258274397815,0.030939105964155368,False,1361.0,26072343.384559974,-0.22172056531837156,6.008457056339692,False,400337101.97411776,False,0.06294841831608665,14.918775140912535,18.52248900537341,-6.573585495585566e-07,3.250592771133749e-07,1.5399267930663892e-07,0.0
72600.0,-17074289.903388873,7365182.425770635,14644959.868896024,170.64547559140647,-1874.8067682421581,-3745.2344287701144,-15535076.990386624,-10219523.999316597,14644959.868896024,0.6679948048918625,-2.559728930478589,17299696.146100946,17291508.908450402,-0.25497899635618515,0.8871841067534756,0.3845647827625799,0.9991147160917236,0.019867176173396707,0.03708206304737892,False,1361.0,24698802.093242776,-0.28807189878937395,5.988762042464597,False,400389415.4985911,False,0.0726112920823055,17.208876223506405,20.691711222228292,-8.173901706855722e-07,3.5259022508081883e-07,9.062679292014077e-08,0.0
73200.0,-16872019.966574308,6199412.982895431,12316523.5281138,517.2346919272206,-2012.842011884384,-4019.6638922854095,-14903683.021449924,-10048781.591870718,12316523.5281138,0.6016432738114399,-2.548359639610968,15418477.245884717,15411643.423481908,-0.2550907308611526,0.8871570670477792,0.3845530618990118,0.9987546008013825,0.02418931583293192,0.043636273644820506,False,1361.0,23259148.06101279,-0.36549266303305955,5.963236031655143,False,400285752.56080747,False,0.0856804974424451,20.30627789385949,23.34404282713737,-1.0274207471689535e-06,3.775129197045739e-07,-3.2473741187873526e-08,0.0
73800.0,-16433958.449641064,4947692.73654338,9817286.654233389,962.6508101552986,-2161.1993239273706,-4314.325213774198,-14075435.444767306,-9820222.542282902,9817286.654233389,0.5205217087411097,-2.532421957865954,13399182.26156088,13393908.189892776,-0.25520246197791674,0.8871300154913913,0.3845413358985665,0.9983029730630179,0.028742985342230465,0.05064597483666088,False,1361.0,21757960.669621665,-0.4569288221132335,5.928806115549211,False,399981453.3777514,False,0.10406016212830248,24.662258424407685,26.55669565706444,-1.2966807513290744e-06,3.903854299392243e-07,-2.727160225036244e-07,0.0
74400.0,-15687847.646345038,3604352.9516060804,7136210.667720402,1554.0793029917493,-2317.4376955568,-4624.149126113625,-12987330.280694209,-9509425.648000423,7136210.667720402,0.4181996595846396,-2.5095760775826377,11232916.843414685,11229401.915725034,-0.2553141896976192,0.8871029520864513,0.3845296047621712,0.9977431795739746,0.033555314391147485,0.05816002484290079,False,1361.0,20203569.50896605,-0.566332969521564,5.879893230160422,False,399410407.94293207,False,0.13121708121776682,31.098448248610737,30.266103507009845,-1.6065532309880709e-06,3.6911276872154177e-07,-7.521951126342951e-07,0.0
75000.0,-14524167.182393234,2167093.781230304,4269142.149156733,2371.9710718966685,-2471.3598205372505,-4928.423111873209,-11546895.651072798,-9072867.717650894,4269142.149156733,0.28366766807943844,-2.4756069857173304,8916447.959508043,8914779.742350435,-0.2554259140187397,0.8870758768333241,0.3845178684899842,0.9970558922883327,0.03865280766560128,0.06622316900211653,False,1361.0,18609369.155273326,-0.6988021431204258,5.805160198887983,False,398469863.4004828,True,0.17394303307781747,41.22449883944274,33.77976764219066,-1.8002698716759709e-06,2.686111771127678e-07,-1.7342600372852022e-06,0.0
75600.0,-12768462.150063174,645623.4576586931,1236202.285413174,3558.419953839261,-2588.5308968466657,-5157.7051781755945,-9613137.705075512,-8428406.65784053,1236202.285413174,0.09671315724811926,-2.4217671767634754,6466462.970035506,6466264.559322869,-0.25553763493995035,0.8870487897323277,0.3845061270821434,0.9962221074796197,0.04404597582413274,0.07484293274962542,False,1361.0,16993303.40377655,-0.8597338097094267,5.677558498572723,False,396991153.2369119,True,0.24658118636156848,58.43974116769173,33.79000857974779,-1.0965189504177786e-06,5.544429296471735e-08,-3.714112382560498e-06,0.0
