t_s,q_w,q_x,q_y,q_z,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,angular_speed_rad_s,angular_speed_deg_s,q_norm,rotational_kinetic_energy_j,angular_momentum_norm_nms,magnetic_field_norm_t,gravity_gradient_torque_x_nm,gravity_gradient_torque_y_nm,gravity_gradient_torque_z_nm,srp_torque_x_nm,srp_torque_y_nm,srp_torque_z_nm,drag_torque_x_nm,drag_torque_y_nm,drag_torque_z_nm,residual_magnetic_torque_x_nm,residual_magnetic_torque_y_nm,residual_magnetic_torque_z_nm,magnetic_torque_x_nm,magnetic_torque_y_nm,magnetic_torque_z_nm,total_torque_x_nm,total_torque_y_nm,total_torque_z_nm,commanded_dipole_x_a_m2,commanded_dipole_y_a_m2,commanded_dipole_z_a_m2,wheel_momentum_x_nms,wheel_momentum_y_nms,wheel_momentum_z_nms,wheel_momentum_norm_nms,wheel_desat_active_flag,wheel_saturated_flag
600.0,0.787179901095664,-0.6163280816694393,0.021644468996787743,-0.004360736008607861,0.1598451499739294,0.00025102305209678995,4.6245316635480776e-05,0.15984535376854087,9.15846414571296,1.0,1.7299867152584907,21.645763917102165,2.453933707574915e-05,-2.8278604133692955e-05,9.703864874169256e-05,6.883580061814315e-05,0.0,0.0,0.0,0.0,0.0,0.0,-9.312490940884422e-07,-3.003394176390201e-06,-2.2817919764266336e-06,-0.0006958363328663828,3.981152116386786e-06,-0.0016896425653538045,-0.0007250461860941642,9.801640668168914e-05,-0.0016230885567120878,0.11700475238439952,-74.46447552898502,-0.22363934829957713,0.00030985060376604,-0.0015692126058912386,-0.0006422524606060141,0.0017236368011552291,False,False
660.0,-0.5528616624891146,-0.8329350805083465,0.007146364614418633,0.022628815283274713,0.159539693916492,-0.00024266064754861825,5.581494051815566e-05,0.1595398882238088,9.140962259213147,1.0,1.7233809204222417,21.604397589353617,2.205331585699063e-05,-2.277874943507321e-05,-0.00010361354607287463,-5.429448086888776e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.027828841766997e-07,2.586174799498163e-07,-2.6938965768071665e-06,-0.0005082005906466036,0.000631835218796862,0.0013331274544339335,-0.0005301765571975001,0.0005284802902039372,0.0012761390769882386,0.1078611698234211,63.95217482909375,-30.26898975882076,0.00027649249644801197,-0.00015688486631738565,-0.0014610564871737725,0.0014952414589570616,False,False
720.0,-0.869727414435162,0.49290128635763897,-0.022911523230400146,0.009879705976175435,0.15931690066246382,0.00014891859747842177,-0.0001351819910265809,0.1593170276135377,9.128193286824903,1.0,1.7185691315950762,21.57421466061666,1.9769201870504427e-05,-1.6701820304216977e-05,0.00010301381398824161,4.0933761166638605e-05,0.0,0.0,0.0,0.0,0.0,0.0,-6.036585957147823e-07,-1.6590402992523867e-06,-9.034462156456442e-07,-0.0004505578839078631,-0.0011296242959217889,-0.0008222549194558355,-0.0004678633628077949,-0.0010282695222327996,-0.0007822246045048425,0.09179998321403007,-43.72573489659559,60.02067013805283,0.0002570483473416672,-0.0014089999594903292,-0.0008508650890393326,0.0016659310125154473,False,False
780.0,0.43618298337553807,0.8994883134417894,-0.012599187504657022,-0.02250421003908076,0.15911960370776984,-1.3405688440181152e-05,0.0001614913950098034,0.15911968622172704,9.116886457950915,1.0,1.7143139753882632,21.547487556683514,1.76987364318987e-05,-1.1336301374918742e-05,-9.745905089654267e-05,-2.9476360635207285e-05,-2.2254868440032702e-07,-2.1225298624327545e-07,1.2671788943574088e-07,0.0,0.0,0.0,3.7948521946076696e-07,-6.519985906815393e-07,-2.8219380592061464e-06,-0.0005172006505928721,0.0014657616239676,0.00022897464658584813,-0.0005283800154327305,0.0013674383214941324,0.00019680306578087045,0.09016510167540374,13.732059441173424,-87.70094242786709,0.0002474227681562903,-0.0005496046764864233,-0.0017026606187057116,0.0018061939289869136,False,False
840.0,0.9231362175638984,-0.38357149960383086,0.02138139859322732,-0.015338328060292868,0.1588933202859886,-0.0001046158139818911,-0.0001307563852084665,0.1588934085266175,9.103921701023191,1.0,1.70944156421746,21.51684177065048,1.5842373570218188e-05,-7.200149861438089e-06,8.877824935255477e-05,2.032137096619202e-05,2.2960144267662708e-07,2.820442657420833e-07,-3.6136486740129226e-08,0.0,0.0,0.0,-1.6135915908615697e-07,-4.642117543290855e-07,-2.829868723135431e-07,-0.0006955063511252252,-0.0016390151598973906,0.0003762599741542099,-0.0007026382587030727,-0.001550419078033423,0.00039626222176134825,0.10903269724587783,25.657396035258643,111.96698265181011,0.00023164806448452993,-0.0012748285846075384,-0.001090275645099146,0.0016933841053370755,False,False
900.0,-0.33721781518207866,-0.9410510903324713,0.01805834724406532,0.0195163163200787,0.15858954159310226,0.00015690701850057197,6.794972929235853e-05,0.1585896337712162,9.086516689616078,1.0,1.7029112654199265,21.475699259437715,1.4192531903695096e-05,-4.367703339776294e-06,-7.848278580429294e-05,-1.36190777090563e-05,-2.3326694113889124e-07,-1.917976274050829e-07,1.7883744117015816e-07,0.0,0.0,0.0,-2.931385486272862e-08,-1.2524623962922497e-06,-2.387669373133585e-06,-0.0009672758263420144,0.0016727967161894515,-0.0009285160660922515,-0.0009719061104777923,0.0015928696703614612,-0.0009443439757332711,0.12907603623089026,-73.25176698979362,-132.10344105453646,0.000235865159431843,-0.0008291551677309094,-0.001826685095319609,0.002019878487204488,False,False
960.0,-0.9534110464762755,0.3004911110927613,-0.016963734103779562,0.020608258939253544,0.15816700848280313,-0.00013481955621627906,-1.1356158854754284e-05,0.158167066349712,9.062305359804162,1.0,1.6938479176640724,21.418467685960664,1.2736353813114608e-05,-2.6591695377461414e-06,6.77640073099688e-05,9.285978731879411e-06,2.3458641543476404e-07,2.61830976935932e-07,-7.64263654656301e-08,0.0,0.0,0.0,1.7871366937720988e-07,3.25927673844676e-07,-6.299932981948751e-08,-0.001310564403223626,-0.0016133190107288087,0.0013755753981779231,-0.0013128102726765603,-0.0015449672447680593,0.0013847219512145173,0.11887771215838747,126.91674041732811,148.96528919049183,0.00022395363017310173,-0.0012148890210603247,-0.0013173158419072344,0.0018059434070037716,False,False
1020.0,0.27774370000565657,0.9602842653478308,-0.022781155024882975,-0.013913511716205022,0.15759413407158387,6.713520882478026e-05,-7.967121231912974e-06,0.15759414857279327,9.0294795891787,1.0,1.6815986247325072,21.340877006324735,1.1457903552932316e-05,-1.7815540252707587e-06,-5.7426436972399036e-05,-7.042377519141071e-06,-2.3477761371071015e-07,-1.7563766165155091e-07,2.060987349440939e-07,0.0,0.0,0.0,-2.7942727771013726e-07,-1.4782700424355207e-06,-1.8388309740304923e-06,-0.0017016867820869937,0.0015204454096933836,-0.0016835435384532922,-0.0017039825410036854,0.0014613650650168975,-0.0016922186482115197,0.0698439897643878,-183.6432972622763,-165.92292064760625,0.00023237288973827278,-0.0009806554240359715,-0.0018866611691249165,0.0021389653077271455,False,False
1080.0,0.9613709675810662,-0.2739625150881729,0.010718646133498424,-0.02440314823690312,0.1568488285965974,-2.7386525772497417e-06,-1.7378851214288063e-05,0.15684882958329488,8.986775956689486,1.0,1.6657303287408247,21.23994602895139,1.0339821154724244e-05,-1.4312377690728847e-06,4.782753756308697e-05,6.476621135529064e-06,2.3487034892991197e-07,2.5434506536493985e-07,-8.822309981241422e-08,0.0,0.0,0.0,3.2859204704863554e-07,7.041850343661343e-07,9.40018805377266e-08,-0.002117235464056333,-0.0014526610437721865,0.0018358934542122476,-0.0021181032394294273,-0.0014038749761093685,0.001842375854128502,0.025169958110645173,239.3832546653271,189.4423766878626,0.00022249561449969819,-0.0012295848722786078,-0.0015030596125661928,0.001954628214146013,False,False
1140.0,-0.29431312544549976,-0.9553380461482528,0.02544000217775115,0.007861810309097038,0.15591992126960957,-2.1340556534700678e-05,7.11737701412457e-05,0.15591993897461015,8.933554445182514,1.0,1.6460594780437612,21.11416460864722,9.36450728286137e-06,-1.3463026588812252e-06,-3.888981181571085e-05,-7.11119583609986e-06,-2.34967335802054e-07,-1.8187760400022108e-07,1.9711826560377643e-07,0.0,0.0,0.0,-3.250460478528886e-07,-1.3960321798254923e-06,-1.49188016823943e-06,-0.0025355847834614394,0.0014504255103853837,-0.0018254718285944263,-0.0025374910995039756,0.001409957788785847,-0.0018338777863331618,0.06506762656727547,-287.95171148107323,-228.8819175570684,0.00023238260656671577,-0.0010320773202971477,-0.0019113296222954255,0.00218457460297662,False,False
1200.0,-0.938772699277526,0.34350219678583527,-0.005887314493351342,0.02602689805853333,0.1548056684326142,-3.639158687348269e-06,-0.0001253884560576703,0.15480571925603032,8.869714357857635,1.0,1.6226183752436596,20.963293044958768,8.5149261415077e-06,-1.308982677701737e-06,3.021054496059168e-05,8.421115669010687e-06,2.3313725224418654e-07,2.736561197628041e-07,-5.579032484416699e-08,0.0,0.0,0.0,2.664883593149434e-07,7.350194487646674e-07,4.040854602695614e-07,-0.002708251966897465,-0.0014021556507204816,0.001516563736280685,-0.0027090613239636077,-0.0013709364301913625,0.001525333147085121,0.22702261589249073,293.5018303850091,271.7657521126995,0.00022355522318373466,-0.0012852387432302358,-0.0016488472403142463,0.0021025015545308575,False,False
1260.0,0.42338785358237996,0.9055501436951603,-0.026293749730355125,-0.0055046723514878045,0.1536073807102891,6.2702248062998e-05,0.00015254300592833938,0.15360746925073748,8.801059689752828,1.0,1.5975969618668682,20.801041505089053,7.775111980632877e-06,-1.1285217186244368e-06,-2.1291264433808583e-05,-9.72817518019387e-06,-2.2427783707143009e-07,-2.1263229779363095e-07,1.2960722745241378e-07,0.0,0.0,0.0,-1.510177482661636e-07,-1.0248406176232578e-06,-1.4456102421818612e-06,-0.0026358853585311806,0.0012913325941209337,-0.0010280793344206425,-0.0026373891758351424,0.0012688038567717083,-0.0010391235126155658,0.4126628088147931,-248.62442822982158,-313.34601225610083,0.00023579746706214945,-0.001034345628923042,-0.0019016905937933625,0.002177590053262386,False,False
1320.0,0.8472780564009926,-0.530449417548022,0.007071263586383153,-0.02633073860741941,0.15244064807285898,-0.00012468144996738656,-0.0001382988239333441,0.15244076179585928,8.734212276661856,0.9999999999999999,1.5734205962330678,20.64305218647092,7.130457531711681e-06,-7.141597952414977e-07,1.2061489519862842e-05,1.0248522846294879e-05,2.0028053877968423e-07,2.995702072858922e-07,4.8794233369469794e-08,0.0,0.0,0.0,-1.682823028481521e-08,3.816020688279114e-07,8.305170587950836e-07,-0.0025461817274857685,-0.0011612496999146087,0.0005508227327487786,-0.002546712434972515,-0.0011485070381186322,0.0005619505668872381,0.46776102340872194,170.58913022880836,361.7998477713937,0.00022666476460158572,-0.0013275419346317767,-0.0017755139184107097,0.0022284959452931307,False,False
