t_s,x_eci_m,y_eci_m,z_eci_m,vx_eci_mps,vy_eci_mps,vz_eci_mps,x_ecef_m,y_ecef_m,z_ecef_m,lat_rad,lon_rad,alt_m,altitude_m,sun_hat_x,sun_hat_y,sun_hat_z,moon_hat_x,moon_hat_y,moon_hat_z,eclipse_flag,solar_flux_w_m2,gs_range_m,gs_elevation_rad,gs_azimuth_rad,gs_contact_flag,moon_range_m,moon_occulted_flag,earth_view_scale,earth_ir_flux_w_m2,albedo_flux_w_m2,b_eci_x_t,b_eci_y_t,b_eci_z_t,atmospheric_density_kg_m3
12720.0,10296317.530681366,16842974.729446847,33663187.95581832,-1407.0545344684137,685.2134594431004,1367.1993041456487,19652658.88084803,1863585.6144611347,33663187.95581832,1.0408991766591975,0.0945434297522586,32662255.184079036,32646344.749001525,-0.24381105860236985,0.8898230121882181,0.38570866555403954,0.9845481051303246,-0.1512996909998287,-0.08816706974626995,False,1361.0,32831884.978730857,1.3183296283055836,6.018772266914841,True,377820995.9115313,False,0.026712430081427905,6.330845929298413,7.115946755367164,9.300554182664518e-08,1.5214080043829347e-07,1.678610748774429e-07,0.0
12780.0,10211770.518945731,16883884.403437197,33744813.88679296,-1411.1700391426866,678.4452804729888,1353.670948619761,19643051.62420347,1869848.2743571554,33744813.88679296,1.0421519812045301,0.09490536454069402,32728182.77886731,32712248.952744618,-0.2438222653615396,0.889820427175796,0.38570754503205024,0.9845489319184186,-0.15122573712301784,-0.08828463677164294,False,1361.0,32899535.49170107,1.317088789085782,6.02163404381014,True,377912415.0617266,False,0.026622434683738944,6.30951702004613,7.1045709457177715,9.168866959513695e-08,1.5159573902264517e-07,1.6745823973090307e-07,0.0
12840.0,10126978.211327044,16924388.518565204,33825629.18132985,-1415.2310710268362,671.694821835544,1340.1780718367575,19633403.68532563,1876186.0646205582,33825629.18132985,1.0433908298045205,0.09527161681106004,32793455.584129002,32777498.659925982,-0.24383347208823455,0.8898178420445375,0.3857064244585493,0.9845501055818642,-0.151150698710372,-0.08839997668612003,False,1361.0,32966520.869047467,1.3158618109943196,6.024450362393665,True,378003939.845644,False,0.026533780334766038,6.288505939339551,7.09337538058301,9.038820136021826e-08,1.5105839129816557e-07,1.670594509734432e-07,0.0
12900.0,10041943.859952528,16964488.130932983,33905635.95390984,-1419.2382110869542,664.9618434436663,1326.7201933069043,19623718.125652757,1882599.5208572152,33905635.95390984,1.0446158129675758,0.09564220645442595,32858075.30992123,32842095.57797011,-0.24384467878245333,0.8898152567944432,0.38570530383353724,0.9845516252035575,-0.15107458062838527,-0.08851309731893346,False,1361.0,33032842.602077838,1.3146486391649412,6.027222584110983,True,378095567.2145342,False,0.026446448423879866,6.267808276459529,7.082358944342538,8.910380278977876e-08,1.5052866515978918e-07,1.6666471513720707e-07,0.0
12960.0,9956670.683036929,17004184.28257096,33984836.2908521,-1423.1920292369612,658.2461077389687,1313.296837607964,19613997.970650055,1889089.1491445622,33984836.2908521,1.0458270193494965,0.09601715188297415,32922043.643795725,32906041.39184241,-0.24385588544411171,0.8898126714255326,0.38570418315702215,0.9845534898618411,-0.1509973876852008,-0.08862400641538794,False,1361.0,33098502.164864402,1.3134492183062851,6.02995201971499,True,378187294.1560332,False,0.026360420748616734,6.247419717422166,7.07152053630058,8.783514687199598e-08,1.5000647017910079e-07,1.662740374738484e-07,0.0
13020.0,9871161.86488251,17043478.001437828,34063232.25031409,-1427.0930843386043,651.5473796917761,1299.9075343851962,19604246.20970891,1895655.4268431123,34063232.25031409,1.047024535797693,0.09639647006502122,32985362.250539895,32969337.7637894,-0.24386709207329083,0.8898100859377865,0.38570306242899594,0.984555698630358,-0.1509191246326323,-0.08873271163786105,False,1361.0,33163501.013844103,1.312263492788041,6.032639931565432,True,378279117.6941501,False,0.02627567950544173,6.22733604278969,7.060859071035069,8.658191371455606e-08,1.4949171758252674e-07,1.658874220321614e-07,0.0
13080.0,9785420.555879056,17082370.301420595,34140825.862291545,-1430.9419242014587,644.8654268011259,1286.5518183513561,19594465.796056632,1902298.803406945,34140825.862291545,1.048208447394056,0.09678017656007885,33048032.771931965,33031986.333092883,-0.2438782986699617,0.8898075003312123,0.38570194164946153,0.9845582505787145,-0.15083979616424376,-0.0888392205645141,False,1361.0,33227840.587437667,1.3110914067208084,6.035287535812159,True,378371034.8891058,False,0.026192207280765895,6.2075531255415175,7.050373478723191,8.534379034954598e-08,1.4898432022953397e-07,1.655048717319668e-07,0.0
13140.0,9699449.872503875,17120862.182334557,34217619.12861851,-1434.7390855829265,638.2000190947674,1273.2292292866962,19584659.646676674,1909019.7011930754,34217619.12861851,1.049378837496515,0.09716828555395897,33110056.82650971,33093988.71583786,-0.24388950523412278,0.8898049146058098,0.3857008208184192,0.9845611447720862,-0.15075940691860656,-0.088943540690873,False,1361.0,33291522.305686835,1.30993290403012,6.037896004468767,True,378463042.8373669,False,0.026109987042209612,6.188066929003678,7.040062705440296,8.412047054384253e-08,1.4848419259086043e-07,1.6512638843442588e-07,0.0
13200.0,9613252.897321789,17158954.6299233,34293614.0229673,-1438.4850941882376,631.5509291291628,1259.9393120389657,19574830.642239295,1915818.5162696124,34293614.0229673,1.0505357877793151,0.09756080989392661,33171436.009352602,33155346.50469373,-0.24390071177326983,0.8898023287598497,0.3856996999351191,0.9845643802914547,-0.15067796137978784,-0.08904567937713337,False,1361.0,33354547.569909126,1.30878792852506,6.040466467382825,True,378555138.66789776,False,0.026029002130105068,6.1688735048349015,7.029925713402054,8.291165461482708e-08,1.4799125072680035e-07,1.6475197300895226e-07,0.0
13260.0,9526832.680213379,17196648.616124466,34368812.49138121,-1442.180465076814,624.9179319060466,1246.681616356138,19564981.62795884,1922695.6183624687,34368812.49138121,1.051679378260573,0.09795776107580315,33232171.892749887,33216061.269581854,-0.2439119182723793,0.8897997427967982,0.38569857900106397,0.9845679561561229,-0.1505954642638556,-0.08914564405347353,False,1361.0,33416917.763236765,1.3076564239667756,6.0430000139887765,True,378647319.5551506,False,0.025949236248086028,6.149968990796388,7.019961480929892,8.171704925405226e-08,1.4750541225386547e-07,1.6438162538214102e-07,0.0
13320.0,9440192.248236476,17233945.100804057,34443216.45575309,-1445.8257057045514,618.3008043360178,1233.4556958104852,19555115.420522295,1929651.344477372,34443216.45575309,1.0528096872468968,0.09835914888035864,33292266.03211557,33276134.563591383,-0.24392312473900205,0.8897971567149133,0.3856974580154985,0.9845718714371342,-0.1505119199523582,-0.08924344192731608,False,1361.0,33478634.25636371,1.3065383341659202,6.04549769410825,True,378739582.6886862,False,0.02587067344710246,6.1313496069632825,7.010168999371371,8.053636738367827e-08,1.4702659623989995e-07,1.6401534449163246e-07,0.0
13380.0,9353334.592672456,17270845.028670818,34516827.807642534,-1449.4213114771426,611.6993262177439,1220.261109761151,19545234.798058007,1936686.0085282442,34516827.807642534,1.0539267914918369,0.09876498190411925,33351719.955917157,33335567.912904963,-0.24393433117313662,0.8897945705141954,0.3856963369784228,0.9845761251841852,-0.15042733286296706,-0.08933908016668676,False,1361.0,33539698.397423837,1.3054336029841194,6.047960520902405,True,378831925.29893744,False,0.02579329813065357,6.113011656964896,7.000547278211385,7.936932796427338e-08,1.4655472331489144e-07,1.6365312850927076e-07,0.0
13440.0,9266262.675210211,17307349.331324745,34589648.41237737,-1452.96776818314,605.1132795850858,1207.0974220463484,19535342.50527241,1943799.8981886012,34589648.41237737,1.0550307661786147,0.09917526736873127,33410535.17142214,33394362.8225455,-0.24394553757472634,0.8897919841946574,0.3856952158898426,0.9845807164434286,-0.15034170735813915,-0.08943256586045456,False,1361.0,33600111.517596215,1.3043421744094028,6.050389471927358,True,378924344.6480981,False,0.025717095039437074,6.094951524346587,6.991095342598875,7.821565583199068e-08,1.460897155748092e-07,1.632949748047152e-07,0.0
13500.0,9178979.430308113,17343458.9278396,34661680.11022067,-1456.4655528145422,598.542448523038,1193.9642006144795,19525441.255156547,1950993.2739784624,34661680.11022067,1.0561216849351067,0.09959001106003579,33468713.166307207,33452520.777984858,-0.24395674394379732,0.8897893977562934,0.3856940947497554,0.9845856442558903,-0.15025504775340695,-0.08952390602422737,False,1361.0,33659874.932595186,1.3032639926114329,6.052785490451187,True,379016838.02810794,False,0.025642049241752875,6.0771656702954315,6.981812232716779,7.707508154492547e-08,1.4563149653876408e-07,1.6294087997051586e-07,0.0
13560.0,9091487.76519401,17379174.724762898,34732924.71637079,-1459.9151335667962,591.9866191677286,1180.8610175241336,19515533.728873726,1958266.3699563097,34732924.71637079,1.0571996198695581,0.10000921735755382,33526255.408439543,33510043.244924575,-0.24396795028034804,0.8897868111991036,0.3856929735581611,0.9845909076588075,-0.15016735831164513,-0.08961310759764736,False,1361.0,33718989.94234817,1.3021990019836522,6.055149486923714,True,379109402.76038194,False,0.025568146126519836,6.0596506319852015,6.97269700401042,7.594734122985252e-08,1.4517999113059686e-07,1.6259083987493136e-07,0.0
13620.0,9003790.559865233,17414497.616115924,34803384.02096137,-1463.3169698387956,585.4455797064194,1167.787448944089,19505622.575656053,1965619.3944104298,34803384.02096137,1.0582646416052446,0.10043288926408808,33583163.34566958,33566931.66908773,-0.24397915658437702,0.8897842245230885,0.3856918523150601,0.9845965056850394,-0.1500786432471798,-0.08970017744628953,False,1361.0,33777457.830687836,1.3011471471821872,6.0574823403763,True,379202036.19588447,False,0.025495371396478138,6.042403020965319,6.963748727397873,7.483217643311808e-08,1.4473512566054256e-07,1.6224484971221647e-07,0.0
13680.0,8915890.667088589,17449428.483393718,34873059.7890613,-1466.6715122328812,578.9191203775056,1154.7430751533118,19495710.41270979,1973052.5305496454,34873059.7890613,1.0593168193141098,0.10086102843544852,33639438.4056347,33623187.47602196,-0.2439903628558552,0.8897816377282548,0.3856907310204551,0.9846024373639167,-0.14998890672255324,-0.08978512236004073,False,1361.0,33835279.865058646,1.300108373161744,6.0597848997554955,True,379294735.71494436,False,0.0254237110615716,6.025419521592469,6.954966489463984,7.372933397555894e-08,1.4429682780698273e-07,1.6190290405049472e-07,0.0
13740.0,8827790.912400367,17483968.195565082,34941953.760674775,-1469.9792025548418,572.4070334705161,1141.7274805409559,19485799.825129572,1980565.937193238,34941953.760674775,1.060356220749395,0.10129363521029737,33695081.9955735,33678812.07091308,-0.24400156909483617,0.8897790508145899,0.3856896096743409,0.9846087017208122,-0.1498981528519338,-0.08986794905434817,False,1361.0,33892457.29623708,1.2990826252087184,6.06205798519411,True,379387498.7272964,False,0.025353151432505324,6.008696889503762,6.946349392638313,7.263856581132921e-08,1.438650265983035e-07,1.6156499687733123e-07,0.0
13800.0,8739494.094106335,17518117.609072573,35010067.65074125,-1473.2404738139126,565.9091133261136,1128.7402536063637,19475893.365821373,1988159.749460063,35010067.65074125,1.0613829122772889,0.10173070864011993,33750095.50215073,33733806.83840924,-0.24401277530134602,0.889776463782088,0.38568848827671476,0.9846152977779725,-0.14980638569775317,-0.08994866416890383,False,1361.0,33948991.3580652,1.2980698489717302,6.064302389223053,True,379480322.67190695,False,0.025283679114473476,5.992231950130214,6.937896555359323,7.155962889051492e-08,1.4343965239486953e-07,1.612311216431084e-07,0.0
13860.0,8651002.983281739,17551877.56783252,35077403.149135455,-1476.4557502227763,559.425156336094,1115.7809869590658,19465993.55543433,1995834.0794567405,35077403.149135455,1.0623969589076132,0.10217224651931966,33804480.291292176,33788173.14245533,-0.24402398148277005,0.889773876629044,0.3856873668268377,0.9846222245731724,-0.14971360917886814,-0.09002727421850737,False,1361.0,34004883.26719729,1.2970699904897716,6.066518877927154,True,379573205.01343906,False,0.025215281001052584,5.976021597249463,6.9296071121935805,7.049228502542278e-08,1.4302063687112703e-07,1.6090127130230746e-07,0.0
13920.0,8562320.323771305,17585248.903235003,35143961.920667395,-1479.6254471975633,552.9549609433872,1102.8492773187809,19456102.882301304,2003589.016964823,35143961.920667395,1.0633984243235701,0.10261824541543793,33858237.70802985,33841912.32613727,-0.24403518762416776,0.889771289358907,0.3856862453262047,0.9846294810840128,-0.14961982744916746,-0.09010378579343281,False,1361.0,34060134.22285909,1.2960829962181502,6.068708192047905,True,379666143.25641274,False,0.025147944268255895,5.9600627915766475,6.921480214096305,6.943630076043241e-08,1.4260791299784867e-07,1.6057543835279438e-07,0.0
13980.0,8473448.837761763,17618232.435292166,35209745.60738425,-1482.749973023256,546.4983272757598,1089.9447247812618,19446223.806285422,2011424.625981599,35209745.60738425,1.0643873708634,0.10306870046807955,33911369.08004287,33895025.71522342,-0.24404639373303477,0.8897687019699468,0.3856851237740659,0.9846370663411702,-0.1495250443314785,-0.09017820526448342,False,1361.0,34114745.4102807,1.2951088130718527,6.070871047510339,True,379759134.91859096,False,0.02508165636415115,5.944352558303823,6.913515026589991,6.839144726344239e-08,1.4220141497799314e-07,1.6025361481429936e-07,0.0
14040.0,8384391.226309201,17650828.972140722,35274755.827577084,-1485.8297287039645,540.0550573238246,1077.0669331741717,19436358.7584967,2019340.9446107964,35274755.827577084,1.0653638595434574,0.10352360537930028,33963875.71648255,33947514.61698886,-0.24405759980936959,0.8897661144621637,0.3856840021704213,0.9846449793522534,-0.1494292636992441,-0.09025053898289093,False,1361.0,34168717.99943974,1.2941473884472319,6.073008136355923,True,379852177.5445948,False,0.025016405004602577,5.928887986090811,6.905710730315201,6.735750021468823e-08,1.4180107824044767e-07,1.599357922759177e-07,0.0
14100.0,8295150.161303391,17683039.308697198,35338994.173083074,-1488.8651057118668,533.6249553680183,1064.2155109132807,19426510.135850254,2027337.9918526737,35338994.173083074,1.0663279501560927,0.10398295278289774,34015758.903174356,33999380.315415785,-0.2440688058531982,0.8897635268355515,0.38568288051526833,0.9846532191234434,-0.14933248937201485,-0.09032079321948577,False,1361.0,34222053.14022248,1.293198670213812,6.075120128481306,True,379945268.70963156,False,0.024952178173616845,5.913666227147193,6.898066523443893,6.633423965616815e-08,1.414068394836934e-07,1.5962196200836577e-07,0.0
14160.0,8205728.29294579,17714864.228647057,35402462.21326998,-1491.8564884461925,527.2078273332156,1051.3900697095942,19416680.306610085,2035415.7629217412,35402462.21326998,1.0672797012356132,0.10444673397244952,34067019.9083983,34050624.07697414,-0.244080011864464,0.8897609390901234,0.38568175880861255,0.9846617846567269,-0.1492347251265736,-0.0903889741784117,False,1361.0,34274751.96809508,1.2922626067590162,6.077207671875273,True,380038406.0128491,False,0.024888964110682487,5.898684494231749,6.890581619118003,6.532144989310563e-08,1.410186365870185e-07,1.5931211490711499e-07,0.0
14220.0,8116128.249818882,17746304.504460916,35465161.49506868,-1494.804254254928,520.8034807834958,1038.590224558867,19406871.610331498,2043574.2297913246,35465161.49506868,1.068219170085249,0.10491493892448762,34117659.982769065,34101247.15050135,-0.24409121784322071,0.8897583512258671,0.3856806370504488,0.9846706749506118,-0.14913597469425838,-0.09045508799564694,False,1361.0,34326815.60391124,1.2913391470042155,6.079271393494537,True,380131587.0771087,False,0.024826751305664273,5.883940059442432,6.883255245557454,6.431891938195257e-08,1.406364085948833e-07,1.5900624152461493e-07,0.0
14280.0,8026352.638886173,17777360.89739456,35527093.54297318,-1497.7087734348177,514.4117249221434,1025.8155937416038,19397086.357760753,2051813.3417881492,35527093.54297318,1.0691464128039023,0.10538755632468089,34167680.359074876,34151250.767040536,-0.24410242378943917,0.889755763242789,0.38567951524077976,0.9846798889999756,-0.14903624176255922,-0.09051914073988834,False,1361.0,34378245.153680965,1.2904282404191176,6.081311900107047,True,380224809.5489911,False,0.024765528493890403,5.869430253052025,6.876086646182619,6.332644062108373e-08,1.4026009570203206e-07,1.587043321017211e-07,0.0
14340.0,7936404.045492198,17808034.15748894,35588259.85904062,-1500.5704092313615,508.03237059164746,1013.0657988230582,19387326.83074212,2060133.0261865007,35588259.85904062,1.0700614843121135,0.1058645735942014,34217082.25212468,34200636.1396872,-0.24411362970309036,0.8897531751408962,0.3856783933796086,0.9846894257962358,-0.148935529975203,-0.0905811384123928,False,1361.0,34429041.70834984,1.289529837034843,6.083329779098376,True,380318071.0987379,False,0.02470528465136614,5.855152462373775,6.869075079725802,6.234381004428904e-08,1.3988963923873005e-07,1.5840637659761315e-07,0.0
14400.0,7846285.033362518,17838325.02357017,35648661.92289124,-1503.3895178388173,501.6652302737017,1000.3404646532339,19377595.282132488,2068533.1888019205,35648661.92289124,1.0709644383772594,0.10634597691627523,34265866.858603954,34249404.4634444,-0.2441248355842279,0.8897505869201762,0.3856772714669297,0.9846992843276731,-0.14883384293141133,-0.09064108694646508,False,1361.0,34479206.343588814,1.2886438874557955,6.085325599243034,True,380411369.4201664,False,0.024646008990110452,5.841104130656177,6.862219820333343,6.137082791698104e-08,1.395249816561337e-07,1.5811236471826864e-07,0.0
14460.0,7755998.144603718,17868234.223249532,35708301.191708416,-1506.1664484002,495.3101180892048,987.6392193668834,19367893.935723383,2077013.7145843615,35708301.191708416,1.0718553276379987,0.10683175126291784,34314035.35693838,34297556.91508603,-0.24413604143282272,0.8897479985806355,0.3856761495027461,0.984709463579508,-0.14873118418627115,-0.09069899220778033,False,1361.0,34528740.119594045,1.2877703428704301,6.087299911442513,True,380504702.23063475,False,0.024587690953612514,5.8272827560061655,6.85552015765998,6.040729823503627e-08,1.391660665117997e-07,1.5782228594355862e-07,0.0
14520.0,7665545.899703411,17897762.472923465,35767179.10023866,-1508.9015430072807,488.96684979826045,974.9616943835093,19358224.98617048,2085574.4682106555,35767179.10023866,1.0727342036279792,0.1073218804218487,34361588.90716584,34345094.65302818,-0.24414724725634257,0.8897454101205493,0.38567502748631,0.9847199625531868,-0.14862755715499215,-0.09075485994364035,False,1361.0,34577644.08089657,1.286909155060996,6.089253249431708,True,380598067.26733214,False,0.024530320212404907,5.813685890339963,6.848975396925609,5.945302862619363e-08,1.388128384553412e-07,1.5753612955302808e-07,0.0
14580.0,7574930.797530236,17926910.47777359,35825297.06079158,-1511.5951367005887,482.63524280017685,962.3075244073635,19348590.59893056,2094215.2946763812,35825297.06079158,1.0736011167988182,0.10781634702359243,34408528.65081599,34392018.81720828,-0.24415845303987505,0.8897428215433622,0.38567390541911467,0.9847307801899368,-0.148522965496738,-0.09080869598542533,False,1361.0,34625919.256181665,1.2860602764123499,6.091186130455338,True,380691462.30185795,False,0.024473886659750525,5.8003111383608745,6.842584859106313,5.85078302539325e-08,1.3846524321423472e-07,1.5725388465041811e-07,0.0
14640.0,7484155.315333857,17955678.931766666,35882656.46323993,-1514.247557469409,476.3151161334672,949.6763474274474,19338992.91020584,2102936.0198868467,35882656.46323993,1.074456116542375,0.1083151325687542,34454855.7107976,34438330.52897197,-0.24416965879083274,0.8897402328473617,0.3856727833004177,0.984741915486027,-0.14841741253793975,-0.0908605059442975,False,1361.0,34673566.658117495,1.2852236599199123,6.093099055915816,True,380784885.11819494,False,0.024418380407440057,5.787156156563293,6.836347880834953,5.7571517723756926e-08,1.38123227579782e-07,1.569755401869865e-07,0.0
14700.0,7393221.912538582,17984068.518438306,35939258.67659051,-1516.8591272865997,470.0062902144609,937.0678041938312,19329434.029398896,2111736.448290929,35939258.67659051,1.075299251183959,0.10881821729035297,34500571.19370589,34484030.89338043,-0.2441808645092142,0.8897376440325485,0.3856716611302194,0.9847533674148464,-0.1483109016620083,-0.09091029541984132,False,1361.0,34720587.285591014,1.2843992592078088,6.094992511647127,True,380878333.5238954,False,0.02436379177881998,5.774218651580335,6.8302638134598475,5.6643909006631555e-08,1.377867393645788e-07,1.5670108494747306e-07,0.0
14760.0,7302133.034343973,18012079.911137827,35995105.0494783,-1519.4301628635,463.70858677583266,924.4815380938004,19319916.040931303,2120616.3603626373,35995105.0494783,1.0761305679765791,0.10932558001142988,34545676.1908673,34529121.000255294,-0.24419207019510059,0.8897350550989038,0.3856705389085116,0.9847651349462446,-0.14820343621264434,-0.09095806995022127,False,1361.0,34766982.12468569,1.283587028543561,6.096866968164952,True,380971805.3428157,False,0.024310111303491796,5.761496378927556,6.824332022397481,5.572482537097465e-08,1.374557273738263e-07,1.5643050755073758e-07,0.0
14820.0,7210891.101210383,18039713.770976454,36050196.9060527,-1521.9609728303967,457.42182955432855,911.9171965298179,19310440.99731819,2129575.5214045467,36050196.9060527,1.0769501132017352,0.10983719863084165,34590171.771789394,34573601.91762649,-0.24420327584840773,0.889732466046447,0.38566941663530274,0.9847772170487918,-0.14809501948724962,-0.0910038350000029,False,1361.0,34812752.142118484,1.2827869228127284,6.098722882208009,True,381065298.4248274,False,0.02425732972114617,5.748987143911643,6.8185518902249305,5.481409125351599e-08,1.3713014146942706e-07,1.5616379656839817e-07,0.0
14880.0,7119498.516417278,18066970.748870477,36104535.55007002,-1524.451860014256,451.145843594378,899.3744295249953,19301010.92452607,2138613.676458309,36104535.55007002,1.077757932134726,0.11035304983072472,34634058.98992646,34617474.69749854,-0.2442144814691617,0.8897298768751718,0.38566829431059013,0.9847896126880359,-0.14798565474239034,-0.09104759597163622,False,1361.0,34857898.29092464,1.2819988975464318,6.100560696614997,True,381158810.63892406,False,0.024205437970807712,5.736688799081428,6.812922814170506,5.3911534198413144e-08,1.3680993248940416e-07,1.559009404605042e-07,0.0
14940.0,7027957.666388998,18093851.485617638,36158122.26504656,-1526.9031215316888,444.88045522229953,886.8528896714269,19291627.82209619,2147730.550573711,36158122.26504656,1.0785540690631208,0.110873109086847,34677338.88277863,34660740.37594925,-0.2442256870573334,0.8897272875850853,0.3856671719343768,0.9848023208263167,-0.14787534519550696,-0.09108935820615968,False,1361.0,34902421.51050629,1.2812229089256642,6.10238084082367,True,381252339.87291634,False,0.024154427186990575,5.724599243316766,6.807444206089482,5.301698477688331e-08,1.3649505223344089e-07,1.5564192759208647e-07,0.0
15000.0,6936270.920694754,18120356.611897133,36210958.314258635,-1529.3150487889502,438.62549204630056,874.35223213019,19282293.66305026,2156925.8493262096,36210958.314258635,1.0793385673070517,0.11139735069314059,34720012.47177011,34703399.973007426,-0.2442368926130316,0.8897246981761624,0.3856660495066518,0.9848153404226574,-0.1477640940260752,-0.09112912698395806,False,1361.0,34946322.726462625,1.2804589137841018,6.104183731377984,True,381345884.03343874,False,0.02410428869621715,5.712716421003464,6.802115492535491,5.213027650764796e-08,1.361854534512284e-07,1.5538674625209748e-07,0.0
15060.0,6844440.63204863,18146486.748269614,36263044.94074256,-1531.6879274819391,432.3807829564779,861.8721146313457,19273010.393802598,2166199.259334205,36263044.94074256,1.0801114692388982,0.11192574778645978,34762080.762133785,34745454.49253719,-0.24424809813611706,0.889722108648435,0.3856649270274291,0.9848286704333723,-0.14765190437328252,-0.09116690752339551,False,1361.0,34989602.85042823,1.279706869610444,6.105969772414807,True,381439441.0458119,False,0.024055014013624924,5.701038321229107,6.796936114828483,5.125124577927778e-08,1.3588108983094547e-07,1.55135384671429e-07,0.0
15120.0,6752469.136309582,18172242.505177196,36314383.367294654,-1534.0220375961994,426.1461581248172,849.4121974739373,19263779.934078682,2175550.4487760663,36314383.367294654,1.080872816302386,0.11245827237156669,34803544.74280263,34786904.92212889,-0.2442593036266433,0.8897195190018908,0.3856638044967033,0.9848423098117924,-0.14753877933801637,-0.09120270498193316,False,1361.0,35032262.77991906,1.2789667345503246,6.107739356131225,True,381533008.8540805,False,0.024006594839659154,5.68956297699922,6.791905529114481,5.037973177438097e-08,1.3558191598787315e-07,1.5488783104004555e-07,0.0
15180.0,6660358.752481437,18197624.482943445,36364974.796471246,-1536.3176534069187,419.92144900519327,836.9721435259921,19254604.176840086,2184979.06790685,36364974.796471246,1.081622649031099,0.11299489534634213,34844405.38630742,34827752.23299639,-0.24427050908463646,0.8897169292365238,0.38566268191447184,0.9848562575087118,-0.14742472198136872,-0.09123652445512245,False,1361.0,35074303.398186274,1.2782384674078429,6.109492863233335,True,381626585.4209065,False,0.02395902305684965,5.678288464473367,6.787023206422912,4.951557639558244e-08,1.3528788745314945e-07,1.5464407352327469e-07,0.0
15240.0,6568111.782712896,18222633.27177338,36414820.41058866,-1538.5750434789293,413.70648833337,824.55161822452,19245484.988215774,2194484.749574598,36414820.41058866,1.0823610070664202,0.11353558652721613,34884663.64868063,34867997.37988073,-0.24428171451756392,0.8897143393506081,0.3856615592799864,0.9848705124910749,-0.1473097352310588,-0.09126837092729705,False,1361.0,35115725.5740774,1.27752202764675,6.111230663367403,True,381720168.72391146,False,0.023912290726669158,5.667212902220591,6.782288632693059,4.865862419323888e-08,1.3499896066266306e-07,1.544041002772874e-07,0.0
15300.0,6475730.512297531,18247269.45175348,36463921.37172323,-1540.7944706667076,407.50111012700035,812.1502895755139,19236424.207439803,2204067.1097362004,36463921.37172323,1.08308792917491,0.11408031467481779,34924320.469366744,34907641.30095989,-0.24429291991043126,0.8897117493476092,0.38566043659474947,0.9848850736667673,-0.14719382226098338,-0.09129824947176506,False,1361.0,35156530.161904946,1.2768173753913337,6.112953115534231,True,381813756.7703158,False,0.023866390086471744,5.656334450493803,6.777701308924194,4.7808722294840726e-08,1.3471509294609307e-07,1.5416789946380794e-07,0.0
15360.0,6383217.209673785,18271533.592851676,36512278.82171129,-1542.976192114374,401.3051496856264,799.7678281539502,19227423.64679536,2213725.7479727445,36512278.82171129,1.0838034532651275,0.11462904751984006,34963376.771138415,34946684.917764746,-0.24430412527073336,0.8897091592257949,0.38565931385800994,0.9848999399979419,-0.14707698592098745,-0.0913261649498539,False,1361.0,35196718.00132208,1.2761244714270301,6.114660568487514,True,381907347.574847,False,0.023821313546508988,5.64565131052263,6.773260751065225,4.696572033604926e-08,1.3443624251609263e-07,1.5393545926408198e-07,0.0
15420.0,6290574.126424977,18295426.254917365,36559893.88214917,-1545.120459255694,395.1184435906793,787.4039071037881,19218485.091565143,2223460.248004294,36559893.88214917,1.0845076164039078,0.11518175178911613,35001833.46001865,34985129.13510078,-0.24431533059844132,0.8897065689851719,0.385658191069771,0.9849151104257756,-0.14695922911646012,-0.09135212221113369,False,1361.0,35236289.91720535,1.2754432772008044,6.116353361116928,True,382000939.17437446,False,0.023777053687022365,5.635161723824301,6.768966490158129,4.6129470393321615e-08,1.3416236845762172e-07,1.537067678921406e-07,0.0
15480.0,6197803.503047624,18318947.98878633,36606767.6566087,-1547.2275191922213,388.94082930673693,775.0582013393799,19209610.303454116,2233270.1734625585,36606767.6566087,1.0852004547952503,0.11573839296766965,35039691.42851953,35022974.84428723,-0.2443265358936362,0.8897039786257215,0.38565706823002416,0.9849305838878468,-0.14684055471927318,-0.09137612605096129,False,1361.0,35275246.72283908,1.2747737548334979,6.118031822299133,True,382094529.6189269,False,0.023733603251613215,5.624863970632332,6.764818070825514,4.529982694486213e-08,1.3389343068006173e-07,1.5348181356014274e-07,0.0
15540.0,6104907.567141486,18342099.335395783,36652901.228866614,-1549.2976140479716,382.77214553082945,762.7303882442824,19200801.01888008,2243155.069593157,36652901.228866614,1.0858820038083243,0.11629893539538226,35076951.553287655,35060222.92080188,-0.24433774115623388,0.889701388147463,0.3856559453387781,0.9849463593191438,-0.1467209655649656,-0.09139818120536382,False,1361.0,35313589.21753145,1.274115867113074,6.119696271401667,True,382188116.97314405,False,0.023690955147149716,5.614756369874483,6.760815052196175,4.447664680400708e-08,1.3362938993135205e-07,1.5326058451992567e-07,0.0
15600.0,6011888.527314287,18364880.824930266,36698295.66118967,-1551.330979630761,376.6122324947194,750.4201482770574,19192058.945531856,2253114.4689018982,36698295.66118967,1.0865522980326623,0.11686334257753865,35113614.692219,35096874.22139495,-0.24434894638623286,0.889698797550397,0.38565482239603294,0.98496243565353,-0.1466004644475686,-0.09141829234470912,False,1361.0,35351318.18371009,1.2734695774817735,6.12134701918345,True,382281699.3219312,False,0.023649102444312085,5.6048372793019645,6.756957009336716,4.365978902491386e-08,1.3337020782092505e-07,1.5304306911719383e-07,0.0
